",title,ticket_price,Day of the Week,Theater Type"
"514,Ice Age: The Meltdown,580.46,Weekend,multiplex"
"515,50 First Dates,367.97,Weekday,single screen"
"516,Hairspray,344.25,Weekend,multiplex"
"517,Exorcist: The Beginning,300.94,Weekend,multiplex"
"518,Inspector Gadget,176.85,Weekend,single screen"
"519,Now You See Me,386.3,Weekday,single screen"
"520,Grown Ups,238.51,Weekend,single screen"
"521,The Terminal,560.65,Weekday,single screen"
"522,Hotel for Dogs,391.6,Weekday,single screen"
"523,Vertical Limit,396.42,Weekday,multiplex"
"524,Charlie Wilson's War,277.46,Weekday,multiplex"
"525,Shark Tale,125.99,Weekday,single screen"
"526,Dreamgirls,115.87,Weekday,single screen"
"527,Be Cool,311.67,Weekend,single screen"
"528,Munich,142.28,Weekday,multiplex"
"529,Tears of the Sun,403.42,Weekend,single screen"
"530,Killers,540.49,Weekend,single screen"
"531,The Man from U.N.C.L.E.,541.46,Weekday,multiplex"
"532,Spanglish,429.52,Weekend,multiplex"
"533,Monster House,205.62,Weekend,single screen"
"534,Bandits,531.5,Weekend,single screen"
"535,First Knight,543.05,Weekend,single screen"
"536,Anna and the King,198.33,Weekday,multiplex"
"537,Immortals,468.71,Weekend,single screen"
"538,Hostage,243.26,Weekday,single screen"
"539,Titan A.E.,501.32,Weekend,single screen"
"540,Hollywood Homicide,598.62,Weekend,multiplex"
"541,Soldier,115.01,Weekday,multiplex"
"542,Carriers,548.68,Weekend,single screen"
"543,Monkeybone,411.32,Weekend,single screen"
"544,Flight of the Phoenix,586.69,Weekend,multiplex"
"545,Unbreakable,332.5,Weekday,multiplex"
"546,Minions,523.69,Weekend,multiplex"
"547,Sucker Punch,131.2,Weekday,multiplex"
"548,Snake Eyes,267.64,Weekend,multiplex"
"549,Sphere,133.51,Weekday,multiplex"
"550,The Angry Birds Movie,587.67,Weekday,multiplex"
"551,Fool's Gold,508.49,Weekend,multiplex"
"552,Funny People,526.27,Weekend,multiplex"
"553,The Kingdom,568.98,Weekday,single screen"
"554,Talladega Nights: The Ballad of Ricky Bobby,142.55,Weekday,single screen"
"555,Dr. Dolittle 2,292.8,Weekend,single screen"
"556,Braveheart,135.52,Weekday,multiplex"
"557,Jarhead,205.4,Weekend,single screen"
"558,The Simpsons Movie,214.68,Weekend,multiplex"
"559,The Majestic,334.55,Weekend,multiplex"
"560,Driven,234.28,Weekend,single screen"
"561,Two Brothers,150.49,Weekday,multiplex"
"562,The Village,183.75,Weekend,single screen"
"563,Doctor Dolittle,173.64,Weekday,single screen"
"564,Signs,586.54,Weekend,single screen"
"565,Shrek 2,479.65,Weekday,multiplex"
"566,Cars,583.88,Weekend,single screen"
"567,Runaway Bride,319.87,Weekday,multiplex"
"568,xXx,239.18,Weekday,single screen"
"569,The SpongeBob Movie: Sponge Out of Water,499.15,Weekend,single screen"
"570,Ransom,263.13,Weekend,single screen"
"571,Inglourious Basterds,249.69,Weekend,multiplex"
"572,Hook,216.25,Weekend,multiplex"
"573,Die Hard 2,164.84,Weekday,multiplex"
"574,S.W.A.T.,228.23,Weekend,single screen"
"575,Vanilla Sky,277.66,Weekday,single screen"
"576,Lady in the Water,437.0,Weekday,multiplex"
"577,AVP: Alien vs. Predator,131.28,Weekend,multiplex"
"578,Alvin and the Chipmunks: The Squeakquel,205.25,Weekday,multiplex"
"579,We Were Soldiers,504.51,Weekday,multiplex"
"580,Olympus Has Fallen,173.46,Weekday,multiplex"
"581,Star Trek: Insurrection,271.32,Weekday,multiplex"
"582,Battle: Los Angeles,532.33,Weekend,single screen"
"583,Big Fish,177.46,Weekend,multiplex"
"584,Wolf,141.37,Weekend,single screen"
"585,War Horse,342.27,Weekend,single screen"
"586,The Monuments Men,251.21,Weekday,multiplex"
"587,The Abyss,381.7,Weekday,multiplex"
"588,Wall Street: Money Never Sleeps,501.9,Weekend,single screen"
"589,Dracula Untold,168.57,Weekend,multiplex"
"590,The Siege,390.35,Weekend,multiplex"
"591,Stardust,352.75,Weekday,single screen"
"592,Seven Years in Tibet,172.04,Weekend,single screen"
"593,The Dilemma,412.0,Weekend,single screen"
"594,Bad Company,236.82,Weekend,multiplex"
"595,Doom,343.92,Weekday,single screen"
"596,I Spy,141.14,Weekday,multiplex"
"597,Underworld: Awakening,329.79,Weekday,single screen"
"598,Rock of Ages,253.23,Weekday,single screen"
"599,Hart's War,511.19,Weekday,single screen"
"600,Killer Elite,128.49,Weekday,multiplex"
"601,Rollerball,309.3,Weekday,multiplex"
"602,Ballistic: Ecks vs. Sever,329.22,Weekday,single screen"
"603,Hard Rain,462.5,Weekend,single screen"
"604,Osmosis Jones,387.14,Weekend,single screen"
"605,Legends of Oz: Dorothy's Return,433.61,Weekday,multiplex"
"606,Blackhat,488.52,Weekday,single screen"
"607,Sky Captain and the World of Tomorrow,531.1,Weekend,multiplex"
"608,Basic Instinct 2,256.94,Weekday,single screen"
"609,Escape Plan,369.01,Weekday,single screen"
"610,The Legend of Hercules,520.05,Weekday,single screen"
"611,The Sum of All Fears,531.0,Weekend,single screen"
"612,The Twilight Saga: Eclipse,341.0,Weekend,single screen"
"613,The Score,544.76,Weekend,single screen"
"614,Despicable Me,285.73,Weekend,multiplex"
"615,Money Train,197.58,Weekend,single screen"
"616,Ted 2,344.7,Weekday,multiplex"
"617,Agora,470.82,Weekend,single screen"
"618,Mystery Men,346.28,Weekday,single screen"
"619,Hall Pass,341.59,Weekday,multiplex"
"620,The Insider,519.12,Weekend,single screen"
"621,The Finest Hours,280.7,Weekend,multiplex"
"622,Body of Lies,529.9,Weekday,multiplex"
"623,Dinner for Schmucks,303.4,Weekday,single screen"
"624,Abraham Lincoln: Vampire Hunter,264.12,Weekday,multiplex"
"625,Entrapment,326.99,Weekend,multiplex"
"626,The X Files,481.22,Weekend,single screen"
"627,The Last Legion,163.0,Weekend,multiplex"
"628,Saving Private Ryan,198.21,Weekend,single screen"
"629,Need for Speed,575.72,Weekend,single screen"
"630,What Women Want,187.75,Weekday,single screen"
"631,Ice Age,383.86,Weekend,single screen"
"632,Dreamcatcher,389.66,Weekday,multiplex"
"633,Lincoln,344.81,Weekday,single screen"
"634,The Matrix,422.37,Weekday,single screen"
"635,Apollo 13,214.91,Weekend,multiplex"
"636,The Santa Clause 2,376.33,Weekend,single screen"
"637,Les Misérables,286.09,Weekend,single screen"
"638,You've Got Mail,430.83,Weekday,multiplex"
"639,Step Brothers,170.61,Weekday,multiplex"
"640,The Mask of Zorro,385.44,Weekday,multiplex"
"641,Due Date,192.64,Weekday,multiplex"
"642,Unbroken,239.32,Weekday,multiplex"
"643,Space Cowboys,209.35,Weekday,multiplex"
"644,Cliffhanger,191.42,Weekend,multiplex"
"645,Broken Arrow,512.86,Weekend,single screen"
"646,The Kid,242.85,Weekend,multiplex"
"647,World Trade Center,563.56,Weekend,multiplex"
"648,Mona Lisa Smile,584.96,Weekday,multiplex"
"649,The Dictator,385.63,Weekday,single screen"
"650,Eyes Wide Shut,171.5,Weekend,single screen"
"651,Annie,287.27,Weekday,multiplex"
"652,Focus,385.0,Weekend,multiplex"
"653,This Means War,224.0,Weekend,multiplex"
"654,Blade: Trinity,283.7,Weekend,single screen"
"655,Red Dawn,143.51,Weekday,single screen"
"656,Primary Colors,378.39,Weekend,multiplex"
"657,Resident Evil: Retribution,522.56,Weekend,single screen"
"658,Death Race,497.96,Weekend,multiplex"
"659,The Long Kiss Goodnight,187.56,Weekday,single screen"
"660,Proof of Life,436.38,Weekday,single screen"
"661,Zathura: A Space Adventure,210.25,Weekend,multiplex"
"662,Fight Club,209.1,Weekday,multiplex"
"663,We Are Marshall,537.04,Weekday,multiplex"
"664,Hudson Hawk,224.83,Weekday,multiplex"
"665,Lucky Numbers,231.62,Weekday,single screen"
"666,""I, Frankenstein"",100.33,Weekday,single screen"
"667,Oliver Twist,535.33,Weekday,single screen"
"668,Elektra,496.3,Weekday,multiplex"
"669,Sin City: A Dame to Kill For,413.66,Weekday,single screen"
"670,Random Hearts,475.13,Weekday,multiplex"
"671,Everest,176.02,Weekday,single screen"
"672,Perfume: The Story of a Murderer,329.16,Weekend,multiplex"
"673,Austin Powers in Goldmember,275.61,Weekend,multiplex"
"674,Astro Boy,146.89,Weekday,single screen"
"675,Jurassic Park,343.07,Weekend,multiplex"
"676,Wyatt Earp,560.37,Weekend,multiplex"
"677,Clear and Present Danger,120.03,Weekday,single screen"
"678,Dragon Blade,245.73,Weekday,multiplex"
"679,Little Man,203.77,Weekday,multiplex"
"680,U-571,219.07,Weekend,multiplex"
"681,The American President,554.22,Weekend,single screen"
"682,The Love Guru,334.03,Weekday,single screen"
"683,3000 Miles to Graceland,333.15,Weekday,multiplex"
"684,The Hateful Eight,480.29,Weekday,single screen"
"685,Blades of Glory,177.25,Weekend,multiplex"
"686,Hop,343.63,Weekend,multiplex"
"687,300,314.99,Weekend,multiplex"
"688,Meet the Fockers,398.46,Weekend,multiplex"
"689,Marley & Me,599.78,Weekday,multiplex"
"690,The Green Mile,484.72,Weekday,single screen"
"691,Wild Hogs,298.93,Weekday,multiplex"
"692,Chicken Little,513.78,Weekday,single screen"
"693,Gone Girl,185.35,Weekend,single screen"
"694,The Bourne Identity,115.23,Weekend,multiplex"
"695,GoldenEye,202.22,Weekday,multiplex"
"696,The General's Daughter,270.21,Weekday,single screen"
"697,The Truman Show,355.29,Weekend,single screen"
"698,The Prince of Egypt,407.56,Weekday,single screen"
"699,Daddy Day Care,555.3,Weekend,multiplex"
"700,2 Guns,354.93,Weekday,single screen"
"701,Cats & Dogs,350.64,Weekday,multiplex"
"702,The Italian Job,125.12,Weekday,multiplex"
"703,Two Weeks Notice,117.46,Weekday,multiplex"
"704,Antz,375.58,Weekday,single screen"
"705,Couples Retreat,319.09,Weekday,multiplex"
"706,Days of Thunder,519.59,Weekday,multiplex"
"707,Cheaper by the Dozen 2,180.34,Weekend,multiplex"
"708,Maze Runner: The Scorch Trials,112.49,Weekend,multiplex"
"709,Eat Pray Love,324.52,Weekend,multiplex"
"710,The Family Man,218.74,Weekend,single screen"
"711,RED,124.81,Weekend,multiplex"
"712,Any Given Sunday,462.3,Weekday,multiplex"
"713,The Horse Whisperer,155.8,Weekday,single screen"
"714,Collateral,404.16,Weekend,multiplex"
"715,The Scorpion King,240.52,Weekday,single screen"
"716,Ladder 49,186.75,Weekend,multiplex"
"717,Jack Reacher,289.88,Weekend,single screen"
"718,Deep Blue Sea,500.72,Weekday,single screen"
"719,This Is It,296.05,Weekday,multiplex"
"720,Contagion,475.38,Weekday,multiplex"
"721,Kangaroo Jack,162.74,Weekend,multiplex"
"722,Coraline,486.39,Weekday,single screen"
"723,The Happening,218.47,Weekend,single screen"
"724,Man on Fire,438.7,Weekend,single screen"
"725,The Shaggy Dog,382.89,Weekend,multiplex"
"726,Starsky & Hutch,564.57,Weekday,single screen"
"727,Jingle All the Way,293.66,Weekday,single screen"
"728,Hellboy,133.08,Weekend,multiplex"
"729,A Civil Action,109.58,Weekday,single screen"
"730,ParaNorman,513.43,Weekday,single screen"
"731,The Jackal,362.37,Weekday,multiplex"
"732,Paycheck,487.62,Weekend,single screen"
"733,Up Close & Personal,217.21,Weekend,multiplex"
"734,The Tale of Despereaux,272.54,Weekday,multiplex"
"735,The Tuxedo,115.05,Weekend,multiplex"
"736,Under Siege 2: Dark Territory,580.75,Weekday,multiplex"
"737,Jack Ryan: Shadow Recruit,433.93,Weekday,multiplex"
"738,Joy,566.6,Weekday,single screen"
"739,London Has Fallen,232.75,Weekday,single screen"
"740,Alien: Resurrection,405.73,Weekend,multiplex"
"741,Shooter,439.25,Weekend,multiplex"
"742,The Boxtrolls,258.77,Weekend,single screen"
"743,Practical Magic,524.05,Weekday,multiplex"
"744,The Lego Movie,573.58,Weekday,multiplex"
"745,Miss Congeniality 2: Armed and Fabulous,542.43,Weekday,multiplex"
"746,Reign of Fire,469.53,Weekend,single screen"
"747,Gangster Squad,238.73,Weekday,single screen"
"748,Year One,240.81,Weekend,multiplex"
"749,Invictus,581.68,Weekend,multiplex"
"750,State of Play,105.14,Weekend,single screen"
"751,Duplicity,458.02,Weekend,single screen"
"752,My Favorite Martian,453.12,Weekend,multiplex"
"753,The Sentinel,411.34,Weekend,multiplex"
"754,Planet 51,595.05,Weekday,single screen"
"755,Star Trek: Nemesis,255.94,Weekday,single screen"
"756,Intolerable Cruelty,269.99,Weekend,single screen"
"757,Trouble with the Curve,139.47,Weekend,multiplex"
"758,Edge of Darkness,321.4,Weekday,single screen"
"759,The Relic,230.52,Weekend,multiplex"
"760,Analyze That,271.69,Weekend,single screen"
"761,Righteous Kill,517.29,Weekday,single screen"
"762,Mercury Rising,567.74,Weekend,single screen"
"763,The Soloist,192.87,Weekend,single screen"
"764,The Legend of Bagger Vance,286.25,Weekend,multiplex"
"765,Almost Famous,564.32,Weekday,multiplex"
"766,Garfield: A Tail of Two Kitties,130.9,Weekday,single screen"
"767,xXx: State of the Union,146.18,Weekday,multiplex"
"768,Priest,181.4,Weekend,single screen"
"769,Sinbad: Legend of the Seven Seas,397.61,Weekend,single screen"
"770,Event Horizon,175.24,Weekday,single screen"
"771,Dragonfly,584.04,Weekend,single screen"
"772,The Black Dahlia,323.36,Weekend,multiplex"
"773,Flyboys,350.76,Weekend,single screen"
"774,The Last Castle,223.33,Weekend,single screen"
"775,Supernova,335.48,Weekend,multiplex"
"776,Winter's Tale,430.96,Weekday,single screen"
"777,The Mortal Instruments: City of Bones,475.59,Weekend,single screen"
"778,Meet Dave,476.93,Weekday,single screen"
"779,Dark Water,388.95,Weekend,multiplex"
"780,Edtv,552.18,Weekday,single screen"
"781,Inkheart,508.7,Weekend,multiplex"
"782,The Spirit,478.52,Weekday,single screen"
"783,Mortdecai,127.8,Weekend,single screen"
"784,In the Name of the King: A Dungeon Siege Tale,103.44,Weekday,multiplex"
"785,Beyond Borders,206.22,Weekend,single screen"
"786,The Monkey King 2,431.76,Weekday,single screen"
"787,The Great Raid,305.6,Weekend,multiplex"
"788,Deadpool,301.2,Weekday,multiplex"
"789,Holy Man,542.29,Weekday,multiplex"
"790,American Sniper,547.78,Weekend,multiplex"
"791,Goosebumps,554.59,Weekend,multiplex"
"792,Just Like Heaven,256.94,Weekday,single screen"
"793,The Flintstones in Viva Rock Vegas,445.53,Weekend,multiplex"
"794,Rambo III,235.82,Weekday,single screen"
"795,Leatherheads,195.3,Weekday,single screen"
"796,The Ridiculous 6,192.32,Weekday,single screen"
"797,Did You Hear About the Morgans?,271.05,Weekend,multiplex"
"798,The Internship,314.98,Weekday,multiplex"
"799,Resident Evil: Afterlife,515.47,Weekday,single screen"
"800,Red Tails,159.95,Weekend,multiplex"
"801,The Devil's Advocate,467.46,Weekend,multiplex"
"802,That's My Boy,365.73,Weekend,multiplex"
"803,DragonHeart,243.97,Weekend,multiplex"
"804,After the Sunset,346.41,Weekday,single screen"
"805,Ghost Rider: Spirit of Vengeance,249.97,Weekday,single screen"
"806,Captain Corelli's Mandolin,398.04,Weekday,multiplex"
"807,The Pacifier,316.92,Weekday,single screen"
"808,Walking Tall,182.2,Weekend,multiplex"
"809,Forrest Gump,158.29,Weekday,multiplex"
"810,Alvin and the Chipmunks,373.35,Weekday,single screen"
"811,Meet the Parents,551.21,Weekend,single screen"
"812,Pocahontas,271.98,Weekday,single screen"
"813,Superman,466.5,Weekday,multiplex"
"814,The Nutty Professor,429.33,Weekday,single screen"
"815,Hitch,565.78,Weekday,multiplex"
"816,George of the Jungle,510.49,Weekday,single screen"
"817,American Wedding,383.3,Weekday,single screen"
"818,Captain Phillips,428.52,Weekend,multiplex"
"819,Date Night,549.19,Weekend,multiplex"
"820,Casper,299.76,Weekday,multiplex"
"821,The Equalizer,263.4,Weekday,multiplex"
"822,Maid in Manhattan,105.41,Weekend,multiplex"
"823,Crimson Tide,513.28,Weekday,multiplex"
"824,The Pursuit of Happyness,500.49,Weekday,multiplex"
"825,Flightplan,152.23,Weekday,multiplex"
"826,Disclosure,388.43,Weekend,single screen"
"827,City of Angels,331.99,Weekday,multiplex"
"828,Kill Bill: Vol. 1,159.35,Weekend,multiplex"
"829,Bowfinger,590.28,Weekday,single screen"
"830,Kill Bill: Vol. 2,207.35,Weekend,multiplex"
"831,Tango & Cash,133.62,Weekend,single screen"
"832,Death Becomes Her,397.42,Weekday,single screen"
"833,Shanghai Noon,469.43,Weekend,multiplex"
"834,Executive Decision,116.22,Weekday,single screen"
"835,Mr. Popper's Penguins,429.36,Weekend,multiplex"
"836,The Forbidden Kingdom,366.15,Weekday,single screen"
"837,Free Birds,151.63,Weekday,single screen"
"838,Alien³,186.26,Weekend,single screen"
"839,Evita,383.99,Weekday,multiplex"
"840,Ronin,248.18,Weekday,multiplex"
"841,The Ghost and the Darkness,569.16,Weekend,single screen"
"842,Paddington,509.37,Weekday,single screen"
"843,The Watch,591.78,Weekday,multiplex"
"844,The Hunted,229.84,Weekend,multiplex"
"845,Instinct,584.86,Weekend,single screen"
"846,Stuck on You,315.62,Weekday,single screen"
"847,Semi-Pro,273.76,Weekday,multiplex"
"848,The Pirates! In an Adventure with Scientists!,125.17,Weekend,multiplex"
"849,Changeling,126.38,Weekend,multiplex"
"850,Chain Reaction,446.01,Weekday,multiplex"
"851,The Fan,328.96,Weekend,multiplex"
"852,The Phantom of the Opera,213.26,Weekday,single screen"
"853,Elizabeth: The Golden Age,406.99,Weekday,multiplex"
"854,Æon Flux,226.43,Weekday,single screen"
"855,Gods and Generals,388.82,Weekday,multiplex"
"856,Turbulence,279.6,Weekday,single screen"
"857,Imagine That,511.78,Weekend,multiplex"
"858,Muppets Most Wanted,510.35,Weekend,multiplex"
"859,Thunderbirds,338.68,Weekend,single screen"
"860,Burlesque,275.41,Weekend,single screen"
"861,A Very Long Engagement,281.28,Weekday,multiplex"
"862,Lolita,502.86,Weekday,multiplex"
"863,D-Tox,264.09,Weekday,multiplex"
"864,Blade II,204.53,Weekday,multiplex"
"865,Seven Pounds,142.34,Weekend,multiplex"
"866,Bullet to the Head,333.35,Weekday,single screen"
"867,The Godfather: Part III,341.07,Weekday,single screen"
"868,Elizabethtown,520.45,Weekend,multiplex"
"869,""You, Me and Dupree"",210.62,Weekend,single screen"
"870,Superman II,290.5,Weekend,single screen"
"871,Gigli,504.2,Weekend,single screen"
"872,All the King's Men,511.81,Weekday,multiplex"
"873,Shaft,292.31,Weekday,single screen"
"874,Anastasia,329.56,Weekend,multiplex"
"875,Moulin Rouge!,251.64,Weekday,single screen"
"876,Domestic Disturbance,566.28,Weekday,multiplex"
"877,Black Mass,159.32,Weekday,single screen"
"878,Flags of Our Fathers,566.87,Weekend,multiplex"
"879,Law Abiding Citizen,441.93,Weekday,multiplex"
"880,Grindhouse,365.79,Weekend,single screen"
"881,Beloved,116.33,Weekday,multiplex"
"882,Lucky You,337.8,Weekday,multiplex"
"883,Catch Me If You Can,303.87,Weekday,multiplex"
"884,Zero Dark Thirty,180.61,Weekend,multiplex"
"885,The Break-Up,428.2,Weekday,multiplex"
